text,sentiment,text_clean
"pengiriman terlalu lama, pembatalan sulit dan tidak menjaga paket dengan baik sampai tujuan",negatif,kirim batal sulit jaga paket tuju
shoopee tempat belanja yang menyenangkan,positif,shoopee belanja senang
kenapa gagal klaim koin?,negatif,gagal klaim koin
tolong pihak kurir di awasi karena sering isinya di ganti di packing ulang,netral,tolong kurir awas isi ganti packing ulang
belanja lancar dan sellu ada gratis ongkir,positif,belanja lancar sellu gratis ongkir
saya pelanggan setia shopy saya sangat percaya belanja di sinih.band terus pedagang pedagang nakal nya,positif,langgan setia shopy percaya belanja sinihband dagang dagang nakal nya
lumayan murah,positif,lumayan murah
Semoga selalu jaya untuk shopee dan amanah,positif,moga jaya shopee amanah
"discount nya benar, dan barang2 yg ditawarkan lebih murah, namun untuk barang murah, biaya admin nya kebesaran Rp 1900, seharusnya di gratiskan juga seperti lapak sebelah untuk customer loyal/aktif ""PLUS""",positif,discount nya barang tawar murah barang murah biaya admin nya besar rp gratis lapak belah customer loyalaktif plus
on.,positif,on
"pengiriman cepat, setiap mau beli barang sesuai, pokoknya cocok deh buat yang mager keluar",positif,kirim cepat beli barang sesuai pokok cocok deh malas gerak
"harga barangnya murah murah, mantep banget shoppe "" berharap di baless admin shopee"")",positif,harga barang murah murah mantep shoppe harap baless admin shopee
jualan di shope susah harganya saya murahin potonganya gede banget hampir 3 rb 1 produk kita ambil untung cuma 500 rupiah giliran saya mahalin gak ada yg beli,negatif,jual shope susah harga murahin potonganya gede rb produk ambil untung rupiah gilir mahalin beli
"min tolong dech..kenapa tiap"" buka apk shopee selalu yg prtama muncul vidio"" penjual ..brisik ga bisa di skip lgi.. aku maunya klo buka apk shopee tuh yg kutemui halamanya .jdi tenang bisa milih"" 👌😁 dah sgitu ajh ..sukses buat mimin ❤️",positif,min tolong dechkenapa buka aplikasi shopee prtama muncul vidio jual brisik skip lgi mau buka aplikasi shopee tuh temu halamanya tenang milih dah sgitu ajh sukses mimin
cocok dan bagus dg harga segitu,positif,cocok bagus harga segitu
aplikasi ini berguna untuk aku yang malas bergerak,positif,aplikasi guna malas gerak
"Tolong shopee biaya admin seller jangan mahal dong, barang sudah harganya receh, adminnya gede, dan jelaskan penyebab pesanan tertunda itu kenapa? 1x24 jam masih tertunda,gak bisa atur pengiriman, huhu customer jadi hilang",negatif,tolong shopee biaya admin seller mahal tolong barang harga murah adminnya gede sebab pesan tunda x jam tertundagak atur kirim huhu customer hilang
"lumayan bagus. bisa mmperpermudah masyarakat untuk belanja barang maupun kebutuhan.. cuma ya itu,, minus nya shoope paylater.. cicilan mentok cuma sampai 3 bulan?? kan payah,, seharus nya bisa dibuat sampai 12 bulan cicilan... GK cocok sama iklan nya",positif,lumayan bagus mmperpermudah masyarakat belanja barang butuh ya minus nya shoope paylater cicil mentok payah harus nya cicil gk cocok iklan nya
biaya ongkir murah,positif,biaya ongkir murah
semuanya ok lah. cuma 1 yg bikin emosi. KURIR SHOPEE KURANG GESIT. saran aja sih. ambil contoh J&T. 1 wilayah (1 kampung) berikan 3 atau 4 kurir. saya pribadi SALUT ama j&t. kurirnya hampir 4 orang (berbeda-beda) . pernah ngobrol juga ama salah satu kurir. 1 kampung ada yg 4 sampai 5 orang. karna mereka ingin meningkatkan kepuasan pelanggan. lah ini shopee apaan. bikin kesel aja,negatif,tuju bikin emosi kurir shopee gesit saran sih ambil contoh jt wilayah kampung kurir pribadi salut ama jt kurir orang berbedabeda ngobrol ama salah kurir kampung orang tingkat puas langgan shopee bikin kesel
aplikasi ini bagus banget,positif,aplikasi bagus
puas belanja bersama sophee,positif,puas belanja sophee
ampas,negatif,ampas
"puas, murah ,meriah , praktis, nyaman",positif,puas murah riah praktis nyaman
pengembalian barangmya susah.,negatif,kembali barangmya susah
baguss banget bisa belanja dengan harga yang lumayan murah,positif,baguss belanja harga lumayan murah
membantu sekali.. semoga syaa dapat Sophie pay,positif,bantu moga syaa sophie pay
"ok ongkir nya terjangkau pengiriman barang kurang cepat harga produk lama lama terjangkau , ini apl belanja online nmr 1 di indonesia ok .",positif,tuju ongkir nya jangkau kirim barang cepat harga produk jangkau apl belanja online nmr indonesia tuju
baguss harga Murah,positif,baguss harga murah
sangat menyenangkan n servicenya bagus,positif,senang servicenya bagus
awww,positif,awww
keren membantu orang2 untuk berbalanja walaupun cuman d rumah saja.. good,positif,keren bantu orang berbalanja cuman rumah good
kereen mantab.,positif,kereen mantab
untuk pembelian pertama saya kecewa karena membiarkan penjual menjual barang yang tidak berfungsi akan tetapi masuk rating ke 2 dalam penjualan,negatif,beli kecewa biar jual jual barang fungsi masuk rating jual
"aplikasi mudah digunakan, pelayanan cepat",positif,aplikasi mudah layan cepat
Gratis ongkir dan cod nya lebih di perbanyak ya shoppee,positif,gratis ongkir cod nya banyak ya shoppee
"ishh shopee mah ngeselin,masa gituin voucher nya cepet bgt org mau pikir2 dl tiba2 harganya udh naik drastis... (misalkan beli make up beberapa di satu toko dari 160 jd 195) kyk pdhl baru kedip sebentar udh berubah... GATAU AH BAD MOOD:((",netral,ishh shopee mah ngeselinmasa gituin voucher nya cepat banget org pikir harga drastis beli make up toko kedip sebentar ubah gatau ah bad mood
oke ni punya,positif,tuju ni
bgs bgt woi,positif,bagus banget woi
banyak orderan fiktif,negatif,order fiktif
aku sangat kecewa sekali setiap aku pesan paket selalu dari tanggal estimasnya selalu aja lewat trus tolong pihak aplikasinya di infokan ke jasa kirim nya kenapa paket yg setiap yang di pesan selain lewat tanggal estimasnya.dan jga sanggat lambat sekali,negatif,kecewa pesan paket tanggal estimasnya trus tolong aplikasi info jasa kirim nya paket pesan tanggal estimasnyadan sanggat lambat
"Belanja mudah, transaksi mudah, banyak variasi jualan",positif,belanja mudah transaksi mudah variasi jual
"belanja di shopee ini belanja yg paling santai, murah dan menawarkan ribuan macam barang tanpa capek keliling toko offline hanya ingin membeli 1 or 2 jenia barang. thanks shopee sudah mempermudah hidup saya",positif,belanja shopee belanja santai murah tawar ribu barang capek keliling toko offline beli or jenia barang thanks shopee mudah hidup
sangat puas pake aplikasi ini,positif,puas pake aplikasi
Di shopee..memang tidak pake ribet kawan ya..,positif,shopeememang pake ribet kawan ya
lebih perbaiki lagi untuk semuanya,positif,baik
"pengiriman pesanan super lama banget, intinya siap2 nunggu lama jika mesan di shopee",negatif,kirim pesan super inti nunggu mesan shopee
tepat waktu sesuai pesanan,positif,sesuai pesan
joss mantull,positif,joss mantull
Mantap...,positif,mantap
"katnya tepat waktu kok udah saya tunggu"" ampe 5 hari ganyampe""?? ini byknya tepat waktu tapi, tepat jemudd",negatif,katnya udah tunggu ampe ganyampe byknya jemudd
"barang saya di kembalikan lagi penjual, ekspedisi terburuk",negatif,barang kembali jual ekspedisi buruk
aplikasi sangat bagus dan membantu,positif,aplikasi bagus bantu
"iklannya tersebar ke mana mana gua mau buka link ada iklannya lagi pas di pencet centang malah masuk di apk shoppe , gua hapus sja ni shoope",negatif,iklan sebar buka link iklan pas pencet centang masuk aplikasi shoppe hapus sja ni shoope
membantu saya mendapatkan barang kebutuhan,positif,bantu barang butuh
nagis,positif,nagis
8itbd yg bisa buat risol aku tidak akan bisa plang bertuliskan huruf dan suku bunga 3,positif,itbd risol plang tulis huruf suku bunga
Superr mantap apps,positif,superr mantap apps
Shopee selalu bisa di andalkan belanja murah bisa COD dan cek barang dulu yang lebih mantap Belanja Bisa Bayar Kapan Saja tanpa harus pusing,positif,shopee andal belanja murah cod cek barang mantap belanja bayar pusing
good app👍,positif,good app
aku mah yes...,positif,mah yes
"Untuk spaylater jangan produk Smartphone saja yang diberi cicilan 0% 1-6 bulan. produk elektronik lainnya juga seharusnya. seperti laptop, printer,kamera dsb",netral,spaylater produk smartphone cicil produk elektronik laptop printerkamera dsb
mantap bisa ngutang🤪🤪,positif,mantap ngutang
ongkir sedikit mahal,positif,ongkir mahal
cepat ...tepat dan akurat barpengiriman cepat dan brang yg kita pesan akurátd1,positif,cepat akurat barpengiriman cepat brang pesan akur td
puas kurir ramah barang bagus pengiriman cepat,positif,puas kurir ramah barang bagus kirim cepat
"selalu belanja d shoppee karena aman dan terpercaya ,sellernya juga amanah",positif,belanja shoppee aman percaya sellernya amanah
Meganggu,positif,meganggu
iklan lu ganggu bet,netral,iklan lu ganggu bet
"Aplikasinya sudah bagus, Tapi untuk pengiriman barangnya terlalu lama bisa seminggu lebih",positif,aplikasi bagus kirim barang minggu
APLIKASI BAPUK PESAN' BARANG GK NYAMPE 2 DUIT KGK BALIK RUGI GUA,negatif,aplikasi bapuk pesan barang gk nyampe duit kgk rugi
semoga saya selalu dapat diskon dan gratik onkir,positif,moga diskon gratik onkir
sehat selalu shopee.apa yg di pesan oleh pembeli tidak mengecewakan. mantap sangat puas,positif,sehat shopeeapa pesan beli kecewa mantap puas
"promo banyak yg menarik, dan berkelanjutan, sy jd bs menikmati banyak opsi, jika suatu saat memerlukan kebutuhan Sklh dan rumah tangga",positif,promo tarik lanjut sy nikmat opsi butuh sklh rumah tangga
saya sukaaa,positif,sukaaa
lebih menarik disini. harga murah. ongkir opsional,positif,tarik harga murah ongkir opsional
EXPEDISI NYA KELAMAAN YG SPX WKWKWK,negatif,expedisi nya spx wkwkwk
ok mantepp,positif,tuju mantepp
Aplikasi Untuk Belanja online Yang sangat Bagus,positif,aplikasi belanja online bagus
shopee memang sangat membantu kita.,positif,shopee bantu
belanja mudah ga ribet,positif,belanja mudah ribet
"Ini gimana si masa pesenan dri tanggal 6 blm smpe², tolong opsi jasa pengiriman/kurir lebih dimaksimalkan. dri lusa kemaren pesanan diantar trus tpi ga Dateng² heran bgt makin aneh aja nih",negatif,gimana si sen tanggal smpe tolong opsi jasa pengirimankurir maksimal lusa kemaren pesan antar trus tpi dateng heran banget aneh nih
"Akhir-akhir ini pesanan saya oleh kurir SPX, lama di kirim lama di ambil barangnya, padahal Lavel saya dari Gold ke Platinum, sekarang pengiriman aplikasi shopee makin kacau dan bikin kecewa!!!",netral,akhirakhir pesan kurir spx kirim ambil barang lavel gold platinum kirim aplikasi shopee kacau bikin kecewa
mantepppp,positif,mantepppp
Sangat mem bantu trima kasi,positif,mem bantu trima kasi
bisa di andalkan.,positif,andal
t u,positif,t u
sangat membantu dalam pembeliyan,positif,bantu pembeliyan
apk yg sngt membantu,positif,aplikasi sngt bantu
"untuk pengiriman,misal di official store nya langsung,berlakukan sistem cod ya ..bagi saya irt biasa yg kalau belanja harus cod ,karena lebih aman aja .",positif,pengirimanmisal official store nya langsungberlakukan sistem cod ya irt belanja cod aman
terimakasih kak aplikasi ini sangat berguna,positif,terimakasih kak aplikasi guna
apk yang banyak banget problemnya inimah wkwkwk jelek banget,negatif,aplikasi problem inimah wkwkwk jelek
barang dikirim dengan cepat dan sesuai. pengembalian dana yg bagus sehingga konsumen tidak takut untuk berbelanja menggunakan shopee,positif,barang kirim cepat sesuai kembali dana bagus konsumen takut belanja shopee
Mntap,positif,mntap
pesanan nya oke okelah dan gratis ongkirnya dikasi permanen aja supaya lebih murah,positif,pesan nya tuju oke gratis ongkirnya kasi permanen murah
mantabsssss,positif,mantabsssss
Dengan adanya shopee kita bs pesan barang yg kita mau tanpa hrus keluar rmah....sukses selalu shopee...yg lebih sukanyanya lagi bnyk dpt gratis ongkir....trimakasih shopee,positif,shopee pesan barang hrus rmahsukses shopeeyg sukanyanya gratis ongkirtrimakasih shopee
pelayanan baik dan cepat sesuai pesanan,positif,layan cepat sesuai pesan
suka banget belanja di shopee semua ya lengkap,positif,suka belanja shopee ya lengkap
sangat kecewa dngn shopee. barang yg seharusnya sampai tidak sampai 1 minggu malah sampai 1 minggu lebih dan sekarang paket ku nggk diantar. padahal aku tidak menolak paket tapi kurir spx yg gk punya otak tidak bisa telpon atau datang ke alamat. masa nomer nggk ada di wa lngsung bilang aku menolak paket sih ? kurir spx dan pelayanan shopee sangat buruk.,negatif,kecewa dngn shopee barang minggu minggu paket ku antar tolak paket kurir spx gk otak telpon alamat nomer wa lngsung bilang tolak paket sih kurir spx layan shopee buruk
"Aplikasinya sangat bagus dan banyak gratis ongkirrr, aku sukaaa",positif,aplikasi bagus gratis ongkirrr sukaaa
kerennnn👍👍,positif,kerennnn
pajak seller dan affiliator terlalu tinggi. shopeefood makin mahal di ongkir.,negatif,pajak seller affiliator shopeefood mahal ongkir
mantap aplikasinya...,positif,mantap aplikasi
"Aplikasi sering ngheng di Hp, mungkin Karna terlalu berat 1 aplikasi utk video, selleer dan belanja disitu, saran utk shopee coba seperti lazada aplikasi seller dan aplikasi belanja di pisah sehingga aplikasi lebih ringan, sekian terimakasih",positif,aplikasi ngheng hp berat aplikasi video selleer belanja situ saran shopee coba lazada aplikasi seller aplikasi belanja pisah aplikasi ringan sekian terimakasih
HAMAA KURANGIN IKLAN LU DI PUBLIC NGAPA GANGGU SUASANA DOANG BUKA TT IKLAN SHOPEE LEWAT LGSUNG KEBUKA LAGI MAEN GAME IKLAN DIKIT LANGSUNG KEBUKA SHOPEE KURANGIN LAH IKLANNYA,negatif,hamaa rangin iklan lu public ngapa ganggu suasana doang buka tt iklan shopee lgsung buka maen game iklan dikit langsung buka shopee rangin iklan
shope kenapa dah batas COD cuma sehari kurang ajar apk kikir,negatif,shope dah batas cod hari ajar aplikasi kikir
shopee mempermudah dalam belanja apapun... trimakasih soopee...🙏🙏🙏,positif,shopee mudah belanja apa trimakasih soopee
"sebaiknya ekspedisi SPX di hilangkan dari shopee. pengiriman Laaaaaamaaaaaaaaaaaa pakai banget, kurirnya seenak jidatnya aja ganti ganti status pengiriman tanpa konfirmasi pembeli, seolah ga mau di cap jelek!!!! shopee sekarang jelek banget ga kaya dulu yg pengirimannya gercep, sekarang udah biaya layanan mahal yg tadinya 1rb hadi 2,5rb tapi pelayann pengirimannya kaya sampah bukan makin baik",negatif,ekspedisi spx hilang shopee kirim laaaaaamaaaaaaaaaaaa pakai kurir enak jidat ganti ganti status kirim konfirmasi beli cap jelek shopee jelek kaya kirim gercep udah biaya layan mahal rb had rb pelayann kirim kaya sampah
ok coy,positif,tuju coy
"Cukup bagus ,sangat membantu dalam belanja online",positif,bagus bantu belanja online
"apk nya bagus, tapi iklanya maksa banget",negatif,aplikasi nya bagus iklanya maksa
sekarang shopee ko loding nya lama dan lelett,negatif,shopee ko loding nya lelett
karena saya nando,positif,nando
"sejauh ini saya mnggunakan shoope, blom pernah kecewa🥰🥰 trimakasih shoope🙏",positif,mnggunakan shoope blom kecewa trimakasih shoope
Sgt membantu untuk berbelanja scr online shop...,positif,sgt bantu belanja scr online shop
"BURIK !! klo punya kurir tuh yg tau jalan ,tangung jawab am kerjaan , baru x ini di gua mesen barang di kaga nyampe,, Gonta ganti kurir ,tapi ga nyampe,, gua mesen di lazada langsung sampe ,,",negatif,burik kurir tuh tau jalan tangung am kerja x mesen barang kaga nyampe gonta ganti kurir nyampe mesen lazada langsung
Saya tidak bisah mengistal aplikasi shopee di huawei bahkan saya sdh mengunakan aplikasi pihak ke 3,negatif,bisah istal aplikasi shopee huawei sdh mengunakan aplikasi
aktifkan spaylater,positif,aktif spaylater
"belanja di shopee, barang nya pada bagus jarang yang gagal. terima kasih",positif,belanja shopee barang nya bagus jarang gagal terima kasih
tak perlu banyak kata good job,positif,good job
"sangat kecewa jualan dishope paket Uda dikirim 1hr sebelumnya besoknya ga dikonfirmasi smpe kena batal sistem jadi harus ambil lagi pakete ,rumakku jauh dari kantor spxnya jadi rugi packing, ongkos,barang ,Uda chat cs shope berkali2 mengingatkan supaya secepatnya dikirim tapi ga digubris akhirnya kena balsis kalo gini gaada yang tanggung jawab rugi ditanggung sendiri padahal kesalahan dari pihak shope terlalu lelet",negatif,kecewa jual dishope paket uda kirim hr besok konfirmasi smpe kena batal sistem ambil pakete rumakku kantor spxnya rugi packing ongkosbarang uda chat cs shope kali cepat kirim gubris kena balsis gin gaada tanggung rugi tanggung salah shope lelet
godd jobb,positif,godd jobb
terima kasih semoga lancar selalu rezeki nya 🤲🤲,positif,terima kasih moga lancar rezeki nya
Ehh pru is 😴,positif,ehh pru is
shopee sangat lah baik,positif,shopee
"makin lama shopee makin error dan bug. kapan aja barang di pesan dalam waktu itungan detik pesanan langsung terkirim.dan setelah di cek 6 sampai 12 jam kemudian status masih dijemput kurir.entah kapan pengemasannya , entah kapan kurir ditugaskan. dan parahnya dalam status pesanan barang diantar ke alamat anda 2 hari baru nyampe di tangan.maunya kadang barang nggak usah di terima aja. bilang aja ke kurirnya retur aja. udah kita nggak usah keluarin duit sepeser pun apalagi CODan. di tiktok belanja",netral,shopee error bug barang pesan itungan detik pesan langsung terkirimdan cek jam status jemput kurirentah emas kurir tugas parah status pesan barang antar alamat nyampe tanganmaunya kadang barang nggak terima bilang kurir retur udah nggak keluarin duit peser codan tiktok belanja
terimakasih. sangat membantru,positif,terimakasih membantru
aplikasi nya bagus banget banyak banget gratis ongkir dan voucher tapi Shopee ku ngelag terus,positif,aplikasi nya bagus gratis ongkir voucher shopee ku ngelag
"barang rusak ,kenapa dikirimi ya okey langsung ke",negatif,barang rusak kirim ya okey langsung
Mantap...gassss,positif,mantapgassss
"kurang kurangin iklan kalian pp, jadi susah orang mau download scrip di chrome gara gara apk kau",positif,rangin iklan pp susah orang download scrip chrome gara gara aplikasi kau
cara mudah berbelanja,positif,mudah belanja
barang sesuai psanan...dikirimnya pagi³,positif,barang sesuai psanandikirimnya pagi
sekarang pengiriman nya lama.jadwal sampe tanggal ini kadang besok baru sampe kecewa bener,negatif,kirim nya lamajadwal tanggal kadang besok kecewa
mantap gan,positif,mantap juragan
pengiriman nya lebih percepat lagi,positif,kirim nya cepat
makasih shopee barangnya bagus bagus berkualitas...ada gratis ongkirnya juga lagi....mantap,positif,makasih shopee barang bagus bagus berkualitasada gratis ongkirnya lagimantap
kebanyakan biaya admin,negatif,banyak biaya admin
"shopee sangat membantu pedagang saat lagi diskon besar2an. semua harga2 terjangkau, dengan barang yg berkualitas dan sistem pembayaran yg memudahkan customer. moga limidku bertambah, Aamiin",positif,shopee bantu dagang diskon besar harga jangkau barang kualitas sistem bayar mudah customer moga limidku tambah aamiin
yang penting jujur kalau jualan,positif,jujur jual
murah cepet,positif,murah cepat
sangat membantu dlm berbelanja,positif,bantu dlm belanja
Shopee keren bngt,positif,shopee keren banget
sesuai dengan yang gambar🫡🫡🫡,positif,sesuai gambar
murah murah barangnya,positif,murah murah barang
baguss emang shopee,positif,baguss emang shopee
selalu pas dg kebutuhan,positif,pas butuh
suka belanja online,positif,suka belanja online
Tidak bisa pengembalian barang jika rusak,negatif,kembali barang rusak
aplikasi lolot,negatif,aplikasi lolot
aplikasi shopi bagus banget selalu sesuai dgn pesanan sy,positif,aplikasi shopi bagus sesuai pesan sy
sangat mendukung sekaliiii,positif,dukung sekaliiii
"jan buat iklan terus napa selalu aja kalo ada iklan tentang lu terus bosen gw dengernya bukan tertarik gw kalo gitu malah benci ama lu, kenapa? lagian muncul iklan terus, iklannya gk jelas lagi tentang ayam joget lah burung joget lah sapi joget lah sekalian planet suruh joget sono, sok asik banget jadi aplikasi",negatif,jan iklan iklan lu bosen dengernya tarik benci ama lu muncul iklan iklan gk ayam joget burung joget sapi joget planet suruh joget sono sok asik aplikasi
bagus banget gak pernah kecewa beli di shopee,positif,bagus kecewa beli shopee
sangat bagus untuk memesan barang,positif,bagus mes barang
shopee sangat memuaskan,positif,shopee muas
is good,positif,is good
"Harganya Tipu tipu...di iklannya murah, pas mau di order harganya naik...contoh harga di iklan Rp.115ribu order 2pcs, pas mau diorder harga berubah Rp.120ribuX2pcs total Rp.240ribu belum ongkir...Paraahh ternyata ongkir gak gratis, tetap bayar",negatif,harga tipu tipudi iklan murah pas order harga naikcontoh harga iklan rpribu order pcs pas order harga ubah rpribuxpcs total rpribu ongkirparaahh ongkir gratis bayar
aplikasi nya sangat bguss,positif,aplikasi nya bguss
belanja jdi gampang dn psanan memuaskan,positif,belanja gampang dn psanan muas
"belanjan disini lengkap semua, puas bangets jaya terus Shopee",positif,belanjan lengkap puas bangets jaya shopee
Tanggal Dateng nya tanggal 11 eh kok malah Dateng palet nya pas tanggal 12 >:(,negatif,tanggal dateng nya tanggal eh dateng palet nya pas tanggal
barang nya terjangkau,positif,barang nya jangkau
ini bagus bgt,positif,bagus banget
sangat memuaskan belanja lewat aplikasi siapa yang tak kenal shope paling murah ongkirnya dan sangat betah belanja di sini tak kelain hati lagiiiii,positif,muas belanja aplikasi kenal shope murah ongkirnya betah belanja lain hati lagiiiii
Shopee sekarang parah banget si. tiap kali co selalu dibatalin secara sepihak oleh shopee kalau pakai vocher gede,negatif,shopee parah si kali co dibatalin shopee pakai vocher gede
"Setelah update, pas buka shopee lngsung msuk ke reelsnya,, sya gk mau nnton video njir, mna kget lngsung msuk ke video, suarany gk bsa di mute juga, udh di klik kluar lngsung msih ad suara vdeony bbrpa detik, apaan sih, klo lgi di luar mau buka shopee hrus mute nada dlu biar gk malu",negatif,update pas buka shopee lngsung msuk reelsnya sya gk nnton video njir mna kget lngsung msuk video suarany gk bsa mute klik kluar lngsung msih suara vdeony bbrpa detik sih lgi buka shopee hrus mute nada biar gk malu
pengiriman sangat lambat,negatif,kirim lambat
barangnya cepat sampai dan kurirnya juga ramah,positif,barang cepat kurir ramah
sejauh ini jos,positif,jos
pokoknya sangat memuaskan,positif,pokok muas
barang yang aku beli di Shopee murah bagus bagus pokoknya the beast deh,positif,barang beli shopee murah bagus bagus pokok the beast deh
pesanan selalu terbatal otomatis,negatif,pesan batal otomatis
"lemot aplikasi nguras baterai terlalu banyak menu yang tidak terlalu penting, banyak bug,udah ssya close tetep aja suara shopvideo masih bunyi",negatif,lambat aplikasi nguras baterai menu bugudah ssya close tetep suara shopvideo bunyi
"kecewa sih sama shopee, spinjam lancar gak pernah telat. gak dikasih lagi.",negatif,kecewa sih shopee spinjam lancar telat kasih
iklan nya ganggu 😹😹😹😹,negatif,iklan nya ganggu
isthebes shopi 💝💝💝💝💝💝,positif,isthebes shopi
sangat recommended beli di shoppe mudah dan aman kalau ada komplain langsung terselesaikan,positif,recommended beli shoppe mudah aman komplain langsung selesai
sangat membantu dengan apa yg kita inginkan,positif,bantu
AW.,positif,aw
"Thank you sudah memberikan kemudahan belanja, lebih banyak lagi ya diskon produk dan gratis ongkirnya ... 👍🏻👍🏻🙂",positif,thank you mudah belanja ya diskon produk gratis ongkirnya
Tambah lama aplikasi tambah lemot. biaya admin untuk penjual hampir 20%. bener gak ada otak!!!,negatif,aplikasi lambat biaya admin jual otak
iklannya ganggu,negatif,iklan ganggu
"bagus sih, tpi ongkir nya mahal",positif,bagus sih tpi ongkir nya mahal
"sangat suka apk shopee karena barang"" nya yg dikirim bagus"",tepat waktu juga nyampeknya,, pokoknya the best lah belanja disini,dan akan selalu langganan belanja disini 🥰",positif,suka aplikasi shopee barang nya kirim bagustepat nyampeknya pokok the best belanja disinidan langgan belanja
desainnya menarik dan mudah namun securitynya harus ditingkatkan dari barang palsu dan penjual penipu.,positif,desain tarik mudah securitynya tingkat barang palsu jual tipu
"sangat menyenangkan belanja di shopee ,",positif,senang belanja shopee
"Aplikasinya bagus. Produk sesuai kebutuhan, banyak promonya, belanja sangat puas walau kadang ada toko toko tertentu yang tidak amanah dan kurang memuaskan pelanggan. contohnya barang tidak sesuai apa yang di pesan, chat gak ada respon, pengiriman lambat.",positif,aplikasi bagus produk sesuai butuh promonya belanja puas kadang toko toko amanah muas langgan contoh barang sesuai pesan chat respon kirim lambat
banyak error,negatif,error
Belanja di shopee lebih praktis dan murah. Semua yg dibutuhkan ada.,positif,belanja shopee praktis murah butuh
"shopee harga bisa di jangkau dan sangat cocok dgn apa yg sudah kami pesan,,,semoga shopee semakin maju terus..",positif,shopee harga jangkau cocok pesansemoga shopee maju
sangat bagus kurirnya pun ramah,positif,bagus kurir ramah
penggunaan apk ini memudahkn belanja,positif,guna aplikasi memudahkn belanja
suka dengan layanan shopee selalu ontime tdk pernah mengecewakan trimakasih shopee selalu hadir diwaktu yang tepat,positif,suka layan shopee ontime tdk kecewa trimakasih shopee hadir waktu
LAG dan Lemot,negatif,lag lambat
tdk mengecewakan..,positif,tdk kecewa
keren poloke,positif,keren poloke
sejauh ini puas dengan shopee harga terjangkau produk menarik promonya juga asyik,positif,puas shopee harga jangkau produk tarik promonya asyik
"Saya harap Shopee bisa menambahkan fitur chat langsung antara konsumen dan kurir di dalam aplikasi. Saat ini, jika kurir kesulitan menemukan alamat, mereka harus menghubungi lewat WhatsApp. Ini membuat privasi konsumen kurang terlindungi karena nomor telepon harus dibagikan ke pihak luar🙏",positif,harap shopee fitur chat langsung konsumen kurir aplikasi kurir sulit temu alamat hubung whatsapp privasi konsumen lindung nomor telepon bagi luar
"apk nya bagus buat belanja online, tapi kurangin lah ikhlan nya pusing gw mah iklan shope lagi aja, iya aja pendek iklan nya, lah ini panjang min min",negatif,aplikasi nya bagus belanja online rangin ikhlan nya pusing mah iklan shope iya pendek iklan nya min min
aplikasi beratt,netral,aplikasi beratt
paling ok,positif,tuju
Alhamdulillah selalu mendapatkan barang yang sesuai,positif,alhamdulillah barang sesuai
"butuh apa aja, shopee selalu ada",positif,butuh shopee
"sangat bagus , sehingga bisa meringankan perbelanjaan",positif,bagus ringan belanja
Kami semua di permudah dgn berbagai aplikasi yg ada,positif,mudah aplikasi
"bagus mantep, wuuu",positif,bagus mantep wuuu
"Pelayanannya cepat, ramah dan selalu terpercaya,,, 👍👍👍",positif,layan cepat ramah percaya
pokoknya enak banget,positif,pokok enak
dengan aplikasi ini saya lebih mudah mencari dn membeli brang yg saya inginkan.,positif,aplikasi mudah cari dn beli brang
Lemot buat upload video,negatif,lambat upload video
kesel tiap masuk aplikasi langsung ke live mulu gajelas anjir,negatif,kesel masuk aplikasi langsung live mulu gajelas anjir
"sekarang saya pindah jalan nanggerang, tajur halang, kabupaten bogor,nggak tinggal lagi jakarta tapi ko nggak bisa hapus alamat lama , saya ingin pesan barang, sesuai alamat baru, saya pelanggan shopee sekitar 1 atau 3 tahun, ko, harga barang nggak sesuai harga aslinya, dari sana sudah naikin barang",negatif,pindah jalan nanggerang tajur halang kabupaten bogornggak tinggal jakarta ko nggak hapus alamat pesan barang sesuai alamat langgan shopee ko harga barang nggak sesuai harga asli naikin barang
lebih murah dari ikamers lain,positif,murah ikamers
sanagt bagus buat belanja di aplikasi in,positif,sanagt bagus belanja aplikasi in
"beli di shopee itu produk"" nya original semua.... pusat terbaik berbelanja itu cuma di shopee mantul deh pokoknya",positif,beli shopee produk nya original pusat baik belanja shopee mantap deh pokok
Mantap dan mudah,positif,mantap mudah
belanja dari dulu di Shopee bisa kecolongan toko palsu beli HP ndak bisa fi pake tlg lah buat Shopee makin seleksi sama toko toko terutama toko elektronik,negatif,belanja shopee colong toko palsu beli hp fi pake tlg shopee seleksi toko toko toko elektronik
jooss,positif,jooss
Sangat membantu dan kumplit,positif,bantu kumplit
tlong lah ini knp gbisa shopee nya pdhl biasanya bisa ini pas mau check out malah tulisan nya gada jaringan udh di cb berkali jg ttep sm,negatif,tlong gbisa shopee nya pas check out tulis nya gada jaring cb kali ttep sm
belanja semakin mudah di tambah banyak vocher,positif,belanja mudah vocher
pengalaman berbelanja yang menyenangkan,positif,alam belanja senang
lengkap dan tepat waktu,positif,lengkap
"aplikasi terbaik ketika ingin berbelanja,dan jasa keuangan yg terbaik ketika tdk ada uang",positif,aplikasi baik berbelanjadan jasa uang baik tdk uang
