text,score,timestamp
sekarang bikin kecewa pengiriman selalu lambat dan tidak sesuai tanggal,2,2025-10-13 11:25:47
"tidak ramah untuk di Kalimantan, sering kendala di pengiriman",1,2025-10-13 11:24:02
"tolong ya untuk shoope kasih tau kurir nya jagan suka sepele kan paket, walau GK seberapa itu sangat berharga udah gk tepat waktu kirim nya parah sekali ini dan saran segera tulis nomer kontak kurir biar enak di hubungi Jagan lambat gini kami constumer bakalan resah karna paket blm sampe"" tolong ya , di perbaiki",2,2025-10-13 11:23:03
"gajelas banget, akun gw dibatasi karena keterlambatan bayar paylater, padahal gw bayar jauh sebelum jatuh tempo, coba buat perbaiki akunnya malah diidentifikasi ktp palsu, gaje banget lah kau shopee",1,2025-10-13 11:22:07
Makin kacau balau ni. pesanan dari tanggal 26-09-2025 sampai sekarang belum datang datang ni paket. parahhhh!!!!!,1,2025-10-13 11:20:19
oke banget,5,2025-10-13 11:19:53
"sangat bagus, hanya saja klo bisa pengirimannya agak cepat",5,2025-10-13 11:18:54
"belanja mudah cocok bagi yang sibuk kerja, harga sesuai barang yang datang,mantaap..",5,2025-10-13 11:18:42
klo beli disini murah tapi barang ga murahan,5,2025-10-13 11:18:39
"barang sudah sampai di pembeli ,dan pembeli sudah klik pesanan selesai tapi uang tidak masuk di saldo penjual , lama2 makin ngaco pelayananya ,jelek ,buruk ,lambat ,tidak konsisten!",1,2025-10-13 11:18:05
saya sngat puas,5,2025-10-13 11:17:56
shopee keren abis.,5,2025-10-13 11:17:11
"oke sekarang pengiriman nya bisa lebih baik, pengembalian barang yang bermasalah juga mudah, terimakasih perbaikan nya",5,2025-10-13 11:16:55
"Alhamdulillah paket sudah datang ..Produk Real pict ya dan Amanah ,Masya Allah wanginya harum.. Terima kasih ,senangnya🥰",5,2025-10-13 11:16:30
bagussssss,5,2025-10-13 11:14:22
"akun kebobolan, yg bobolan pesen pakai paylater diacc dan itu nominal gede padahal biasanya pakai pin. meskipun aku udah lapor cs dan udah dibatasi tp tetep aja aku harus bayar playater yang jelas aku gk pesen. tolong di perbaiki keamananya. dan solusi gimana kak. masak saya harus tetep bayar sih.",2,2025-10-13 11:13:55
"Baru buka aplikasi langsung masuk menu Live & Video, di update gak di update sama saja ujung ujungnya tiap buka aplikasi langsung masih menu (Live & Video) bikin risih kalau pas lagi hening tiba-tiba ngejreng gara gara cuma buka apk shopee yg langsung buka menu (Live & Video)",1,2025-10-13 11:13:10
mantap bgtt belanja di shopee selalu dapat gratis ongkir👍😃🤩,5,2025-10-13 11:13:04
pengiriman SPXnya lambat. selalu lewat estimasi. ntar kalo udah lewat malah di cancel otomatis oleh sistem. kita perlu barangnya cepet malah di cancel,2,2025-10-13 11:10:12
bagus,5,2025-10-13 11:09:36
"ko amplikasi shopee saya ada toko yg muncul terus di hp saya, toko nya itu ² terus.. kenapa yahh 🙏",1,2025-10-13 11:09:11
masyaallah luarbisasaaa,5,2025-10-13 11:08:36
ok joos,5,2025-10-13 11:07:03
Shopee 👌,5,2025-10-13 11:06:36
bagus banget,5,2025-10-13 11:06:18
"Barang bagus, peking rapi dan pengiriman cepat dan pengembalian dana cepat jika ada pembatalan 👍🙏",5,2025-10-13 11:06:16
vk. r c rdgnki . . o nbv c,3,2025-10-13 11:04:11
belanja di shopee bisa membantu belanja lebih hemat,4,2025-10-13 11:01:29
"tolong lah ini gimana caranya ngapus alamat lama , masa setiap CO harus ribet ganti alamat dulu , tolong dong ini gimana shopee",1,2025-10-13 10:59:40
shoppe no 1 belanja online,5,2025-10-13 10:59:02
"Kemarin beli cabe rawit merah, penjual nya nakal di oplos yang hijau, sekarang di tinjau sama pihak shopee, semoga berhasil dan uang kembali",5,2025-10-13 10:58:00
saya sangat menyukainya,5,2025-10-13 10:57:55
kapan kurir shopee masuk di daerah-daerah terpencil? mau belajar di shopee tapi nggak ada kurir shopee dan yang parah fitur cod di hapuskan🤦🏻‍♀️,3,2025-10-13 10:57:48
"pokoknya ke depan nya lebih baik lagi,,no tipu2,, amanah, suka 🤗👍",5,2025-10-13 10:57:14
sebenarnya ini oke oke aja sihh tapi ya kok sekarang shopee kayak error ya? kita itu gak biaa beli aku udah pencet checkout berkali kali malah udah lebih 50 kali loh jadi maaf ya bagus sih bagus tapi ini kayak error ya jadi saya saran developer nya tolong cek dlu aplikasi nya ya ok segitu aja saran dari saya terima kasih🙏,2,2025-10-13 10:56:49
"tolong.. shopee mencekik seller.. shopee bener² gilaa.. seller bukannya dapat untung tapi dapat hikmahnya doank, yang punya aplikasinya makin kaya raya..",1,2025-10-13 10:56:29
bagus,5,2025-10-13 10:56:20
"sangat membantu, banyak barang berkualitas dengan harga terjangkau",5,2025-10-13 10:55:52
mantappp,5,2025-10-13 10:55:11
bagus,4,2025-10-13 10:52:00
ok,5,2025-10-13 10:49:44
Bguss...tpi blom dapet Garatis Ongki,4,2025-10-13 10:47:01
pelayanan bagus,5,2025-10-13 10:46:16
asik,5,2025-10-13 10:44:58
aplikasi ini sangat membantu sekali banyak promo Dan gratis ongkir,5,2025-10-13 10:43:27
sangat bagu buat berbelanja online,5,2025-10-13 10:43:12
baik',4,2025-10-13 10:42:54
barang cod paling banyak rusak,4,2025-10-13 10:37:47
sangat membantu,5,2025-10-13 10:37:32
mantap,5,2025-10-13 10:36:52
memuaskan,5,2025-10-13 10:35:02
Alhamdulillah,5,2025-10-13 10:33:39
sangat puas dengan layanan nlnya,5,2025-10-13 10:32:09
Perbaiki Lagi Soal Pengiriman Kk Order Nya Daerah Jakarta Tpi ESTIMASI Nya Kayak Di Luar kota Terimakasih Dan Klau Bisa Mah Cantum Kk No Kurir Kk,1,2025-10-13 10:32:05
barang sesuai,4,2025-10-13 10:31:27
bagus sih sering blanja dan jajan di sini 😂😂,4,2025-10-13 10:30:49
bestt bangett,5,2025-10-13 10:28:31
"sangat mngecewa kan aduan ke cs gk pernah dapat solusi,",5,2025-10-13 10:25:24
mantap,5,2025-10-13 10:24:26
aman murah amanah,5,2025-10-13 10:24:13
"barang yg dipesan sesuai,pengiriman cepat, barangnya bagus dan murah, makasih shopee...",5,2025-10-13 10:22:41
banyak barang yg di cari pasti ada,5,2025-10-13 10:22:19
shopee emang paling keren dan tempat belanja online paling amanah pengiriman cepat kurir pengentar ramah ramah.. dan saya tidak pernah kecewa saat berbelanja di shopee berbelanja di shopee pilihan tepat,5,2025-10-13 10:22:17
selalu memberikan pelayanan terbaik,5,2025-10-13 10:21:18
"koin nya jangan pelit,aku kan loyal belanja udah bertahun2 udah abis banyak",5,2025-10-13 10:20:39
gas,5,2025-10-13 10:19:21
top,5,2025-10-13 10:18:36
Siiplah...,4,2025-10-13 10:14:51
service,5,2025-10-13 10:14:23
"barang dikembalikan seenaknya tanpa konfirmasi ke pembali. customer service juga tidak jelas, kurir juga seenaknya. Tidak lagi lagi pesan barang di shopee",2,2025-10-13 10:11:09
"Tolong dong, kalau liat ulasan dari yg udah beli pas gambar nya di klik jngn diliatin lagi bintang dan keranjang nya bikin ganggu, ga bisa full liat vidio/fotonya, mana nge slide nya seret lgi",3,2025-10-13 10:10:33
mantap,5,2025-10-13 10:10:07
ssya suka belanja di shopee karna hrga dan ongkirnya baik.. tapi sekarang layanan pengirimanya sampai 1 bulan juga belum tiba2 (5 pesanan hilang) malahan COD saya dinonaktifkan..,5,2025-10-13 10:09:25
"sangat membantu dengan belanja di shopee,sering ada diskon",5,2025-10-13 10:09:10
mantap dan puas,5,2025-10-13 10:07:50
aplikasi aneh. kadang lokasi suka ke ubah sendiri seenak hati. aneh banget,1,2025-10-13 10:07:28
sanagatt bagus,5,2025-10-13 10:06:44
Shopee ini sangat baik dan memper mudah orang belanja Dan pembayaran juga aman dan terpercayaa ..,5,2025-10-13 10:01:45
saya tidak menerima pesanan tapi di statusnya sudah di terima. harusnya saya dapat voucher karena pesanan telat tapi statusnya sudah di terima. coba hubungi sicepat tidak membantu. hubungi cs shopee juga tidak membantu. kecewa sama shopee.,1,2025-10-13 10:01:07
mantaaap,5,2025-10-13 10:00:21
"Fitur mudah dan sangat membantu, pelayanan baik dan prima",5,2025-10-13 09:58:42
baik,5,2025-10-13 09:57:56
👍👍👍👍 good luck guys,5,2025-10-13 09:57:41
"udah bertahun2 belanja di shopee, senang dan udah menjadi langganan",5,2025-10-13 09:54:18
ok,5,2025-10-13 09:53:55
bagus,5,2025-10-13 09:52:24
pesanan tepat waktu dan sesuai dengan tanggal,5,2025-10-13 09:52:21
"Keren, mantap",5,2025-10-13 09:51:55
sangat bagus.. sangat membantu apalagi kami tinggal di papua ntuk mencari barang yg kami butuhkn,5,2025-10-13 09:51:18
jelas dan terpercaya,5,2025-10-13 09:50:15
bagus,5,2025-10-13 09:49:24
"top , mantaplah pokoknya",5,2025-10-13 09:47:26
buruk tidak pernah aktifin playleter di tuduh menggunakan playter di kenakan pembatasan,1,2025-10-13 09:47:15
tepat waktu,5,2025-10-13 09:46:31
"jos,beli yang sulit di cari ada di sini.",5,2025-10-13 09:45:38
"keren ,komplit dan mudah digunakan",5,2025-10-13 09:45:03
Belanja di shopee jd sangat mudah ...tp sayangnya shopee payletter ga bisa di pake gara2 telat byr...,5,2025-10-13 09:43:19
"Kalau co dishopee kadang terpaksa karna gk ada produk di tiktok, sebenarnya suka belanja disini, cuman karna kurirnya terlalu lelet maksimal udh gk pengen lagi belanja disini,, udah diperjalanan lama, ditambah lagi kurir ngantar lama, kalau gk sore ya malam diantarnya, gk pernah sedikit pun diantar pagi atau siang, jadi muak saya. Kalau alasan paket banyak yang diantar, kenapa ya kurir j&t selalu bisa cepat ngantarnya? Malahan paling lama siang, makanya saya lebih suka belanja di tiktok",1,2025-10-13 09:43:17
"iklan shoppe jumpboat, iklan di banyak aplikasi lain, ke arah play store padahal gak tap iklannya",4,2025-10-13 09:42:29
"Udah ada ongkir, ada juga biaya penanganannya. Mana mahal lagi 😌",1,2025-10-13 09:42:28
shopee indonesia memang ok...,5,2025-10-13 09:41:36
pengen dapat ip,5,2025-10-13 09:40:48
"penanganan masalah SUPER LAMBAT, case barang hilang dicuri oknum expedisi, pihak shoppe sedang investigasi pihak expedisi namun sampai menunggu 1 minggu belum juga terselesaikan.",1,2025-10-13 09:40:10
wow,4,2025-10-13 09:39:36
harga sangat recommend untuk kantong pelajar seperti saya,5,2025-10-13 09:39:31
"kami sudah 2 THN belanja di shopee, sangat membantu Skali, cuman kalau ada penilaian yg kurang baik dari konsumen karna barang nya juga jelek, tlg di posting juga di kolom komentar biar konsumen yg blakangan belanja biar tau, dan dari pihak shopee juga harus menegur penjual yg mengirim barang palsu atau yg tidak sesuai dgn harapan pembeli.",5,2025-10-13 09:38:22
"pencairan dana menjadi lebih lama,biasanya paling lama 3 menit sudah masuk rekening sekarang harus nunggu 1-3 hari,jadi ngga bisa di buat pegangan buat kebutuhan mendesak,padahal limit sudah 20jt lebih,auto pindah ke sebelah",2,2025-10-13 09:36:32
sesuai kiriman jga tepat waktu mantap,5,2025-10-13 09:36:22
suka,4,2025-10-13 09:35:20
selama ini menggunakan aplikasi tak ada kendala semoga kedepan bisa lebih baik lagi,5,2025-10-13 09:33:55
sangat membantu,5,2025-10-13 09:32:25
bagus,5,2025-10-13 09:31:41
luar biasa,5,2025-10-13 09:31:00
"Alhamdulillah, dengan adanya aplikasi shopee ini, sangat bermanfaat bagi pengguna dan memudahkan untuk berbelanja dari rumah. terima kasih shopee",5,2025-10-13 09:30:29
saya mau fitur kontak jasa kirim ada kalo ada sangat mudah,2,2025-10-13 09:29:54
MantulllL,5,2025-10-13 09:27:01
aplikasi sangat baik,5,2025-10-13 09:26:49
"alhamdulillah bagus,semoga transaksi saya lancar selalu aamiin.",5,2025-10-13 09:26:17
sangat membantu,5,2025-10-13 09:26:01
baik sekali,5,2025-10-13 09:25:56
Sangat baik,5,2025-10-13 09:25:00
good performance,4,2025-10-13 09:23:36
Terimakasih banyak atas kembali nya akun shoppe saya dan saya minta maaf atas ketidaknyamanan nya👌,5,2025-10-13 09:22:16
"shopee semakin menjadi pilihan belanja online yg amanah. ,,selalu memberikan info"" pda pelanggan lewat @mail.yg membuat nyaman.pokoknya rekomendasi deh shopee",5,2025-10-13 09:21:51
"aplikasi belanja yang memanjakan, banyak promo dan menarik",5,2025-10-13 09:21:25
barang sesuai,5,2025-10-13 09:20:24
Banyak diskon dan promo menarik pengiriman sesuai dan kurir ramah,5,2025-10-13 09:19:16
"sangat puas pokoknya bagus cantik ,bakal beli lagi",5,2025-10-13 09:18:43
Sampai selamat ini barang sesuai deskripsi,5,2025-10-13 09:17:31
"barang nya selalu di retur oleh kurir padahl sy sdh nunggu tpi nggak di antr"" trus di cek barang nya sdh di retur alasan nya di tolak mohon di perbaiki jasa pengiriman nya",3,2025-10-13 09:16:36
recommend aplikasi Toko online,5,2025-10-13 09:15:39
selalu bagus barang2nya 🤩,5,2025-10-13 09:14:42
mantap,5,2025-10-13 09:08:18
aplikasi nya bagus dan mudah terus barang nya kalau tidak sesuai pesanan bisa di balikin,5,2025-10-13 09:07:55
Jangan Lupa Belanja Di Retro_Style88 Banyak Promonya,5,2025-10-13 09:06:59
bagus,5,2025-10-13 09:06:18
bagus dan amanah,5,2025-10-13 09:05:22
mantap,5,2025-10-13 09:05:01
sopo banyak diskon dan belanja apa saja bisa murah dan cepat,5,2025-10-13 09:04:59
"pengalaman shoping yg aman tentram ber asuransi,,,mantap",5,2025-10-13 09:04:33
Mantul,5,2025-10-13 09:04:15
memudahkan,5,2025-10-13 09:02:09
itunya produknya pada bagus murah,2,2025-10-13 09:01:40
sangat membantu,3,2025-10-13 09:00:56
sangat membantu,5,2025-10-13 09:00:51
"saldo penjualam di sunta begitu saja, ga bisa di tarik,shopee pencuriiiiiiiiii!!!!!!!!",1,2025-10-13 09:00:28
"mantap, keren banget",5,2025-10-13 09:00:06
memudahkan untuk berbelanja,4,2025-10-13 09:00:02
"Masukan aja buat shopee, sekarang banyak banget kasus penyalahgunaan akun shopee, akun orang lain dipakai sama orang yang tidak dikenal untuk pinjam uang shopee paylater, sebaiknya dilakukan pengawasan yang ketat/verifikasi yang ketat agar tidak lagi terjadi hal yg seperti itu.",3,2025-10-13 08:52:21
"untuk aplikasinya bagus sangat membatu untuk membeli barang yg di butuhkan, untuk pihak jasa kirim SPX nya sangat jelek waktu estimasi tiba bisa sampai tertimbun 4-6 hari dan berakhir refund tolong diperbaiki untuk kedepan dan smg bisa kerjasama dengan pihak ekxpedisi lain",3,2025-10-13 08:52:04
aplikasi belanja sgt rekomendasi sekali..👍👍,5,2025-10-13 08:51:55
mending shopee dripda lapak sebelah mesennya cepet dan ga ribet,5,2025-10-13 08:50:49
pesanan ini sy puas..bahanx tdk mengecewakan pas di pakai,5,2025-10-13 08:50:20
"membantu memudahkan belanja online ,dan pinjaman",5,2025-10-13 08:49:48
baguusssss seeekaaaallliiiiiiii🤩🤩🤩🤩🤩,5,2025-10-13 08:49:28
Ini knpa sih shope biasanya gak gini Masa aku pake Vocer COD gabisa bisa Tolong dong ini knpaa Udah ganti akun berkali kali tetep ga bisaa vocernya Aku chekout selalu gabisa pasti ada tulisan vocer telah di gunakan terus padahal tu vocer ga pernah di gunain sama sekali sama aku Buat akun baru juga gitu Yakalik akun baru udah ada yg gunain vocernya ga masuk akal Lelet banget lagii sekarang Sumpah shope sekarang bener bener buruk sih menurut akuu,5,2025-10-13 08:49:04
terimakasih banyak,5,2025-10-13 08:49:01
ok,5,2025-10-13 08:48:41
On Top!!!!,5,2025-10-13 08:48:04
Makin oke,5,2025-10-13 08:47:15
"Pihak Shopee tolong hapus toko SULTAN--MUDA88, karena menipu saya beli handphone yang datang gantungan kunci, semoga dibaca pihak Shopee 🙏",1,2025-10-13 08:47:10
yes mantap,5,2025-10-13 08:46:34
is the best,5,2025-10-13 08:44:59
manstab,5,2025-10-13 08:44:17
Apk yang mempermudahkan konsumen,5,2025-10-13 08:43:48
bagus sangat membantu untuk barang yg online dan sangat baik barang nya sesuai,5,2025-10-13 08:42:43
mending shoppe daripada toko sebelah,5,2025-10-13 08:38:37
tarif ongkir ketempat saya kelewatan mahalnya.,1,2025-10-13 08:38:29
kurirnya kadang ngaco,3,2025-10-13 08:37:58
mantab pakai banget,5,2025-10-13 08:37:01
pengalaman saya di shopee iya itu ketika kita order barang itu sangat mudah dan nyaman jadi sangat terbantu dengan adanya aplikasi shopee yg biasanya bnyak waktu terbuang karna kita mencari barang berputar² di pasar namun setelah belanja online aplikasi shopee jadi waktu kami tidak tersisa sia kan terima kasih atas aplikasi yg sudah di sediakan buat kmi . 🥰,5,2025-10-13 08:36:58
brng bgus.,5,2025-10-13 08:36:36
"mohon pihak shoope aktifkan kembali fitur blokir, banyak konsumen nakal... sama mohon untuk opsi pengiriman SPX nya dihapus aja.... terlalu banyak masalah tu expedisi, sampe sering barang dibuka dan ditukar kardus...",3,2025-10-13 08:32:17
bagus,5,2025-10-13 08:31:03
sangat membantu,5,2025-10-13 08:27:07
sy sllu menggunakan spay later dan pembayaran sllu ok limit saat ini 3 jt lbih tp setiap pengajuan spinjam sllu ditolak😁😆😆setiap bln min 1 jt blnja di sopphe,1,2025-10-13 08:26:51
mantap,5,2025-10-13 08:25:30
Bagus pelayanan nya,5,2025-10-13 08:23:59
sangat puas dengan hasil nya,5,2025-10-13 08:23:43
"tolong kembalikan jasa kirim jnt, jasa kirim spx ga ada yg bener👎",1,2025-10-13 08:21:58
"terbaik shopeee,,sering dapar gratis ongkir,itu yg bikin aku makin suka sama shoppe",5,2025-10-13 08:21:45
"untuk shopee, tolong lah perbaiki pelayanan dalam pengiriman barang! estimasi pkt saya datang tgl 13 tp pkt saya sudah datang tgl 10 tp malah di jadwalkan ulang pengantaran kealamat sudah 2x apa salahnya sudah datang di anter aj ke alamat knp harus tunggu tgl 13 seh? KLO isi pkt itu makanan bisa busuk hnya Krn tunggu tgl estimasi sesuai..kn kmi yg di rugikan jdinya..andai ada pilihan expedisi lain Tampa ongkir yg besar mlas sya pke spx.",3,2025-10-13 08:19:51
baguss,5,2025-10-13 08:19:04
mantap pengiriman cepat,5,2025-10-13 08:19:03
shopee selalu di depan,5,2025-10-13 08:17:59
mantap,5,2025-10-13 08:16:26
"belanja disini gak mengecewakan , beda dengan lapak sebelah yg lain nya , disini perlindungan pesanan dan keterlambatan terjamin , terima kasih Shopee",5,2025-10-13 08:16:12
mantap,5,2025-10-13 08:16:11
Dendi Ahmadl,5,2025-10-13 08:12:12
maaf yah min saya ubah ulasan. saya mau pesan barang tapi metode cod dan cod cek dulu GK bisa padahal saya belum pernah melakukan penolakan barang/paket apa pun dan selama ini saya pesan barang selalu cod dan cod cek dulu tapi gak tau knp tiba2 gak bisa metode nya padahal saya tidak melakukan penolakan barang.,3,2025-10-13 08:11:15
istimewa,5,2025-10-13 08:10:00
"spaylater tidak bisa di buka, mau beli token listrik dan pulsa juga tidak bisa di buka",4,2025-10-13 08:09:22
untuk aplikasi nya bagus.cuman minus nya kadang bisa cod kadang gak bisa Tampa ada seba,5,2025-10-13 08:08:42
Mantep lah,5,2025-10-13 08:08:15
sesuai keinginan kita,5,2025-10-13 08:06:41
pelayanan buruk pengantar paket mudah emosi.egois.nga komitmen. tolong di ajarin pelayanan pengantaran,1,2025-10-13 08:03:52
siip,4,2025-10-13 07:58:15
sangat puas,5,2025-10-13 07:57:29
Beli barang di shope Mall aja banyak yang rusak wkwk asli ngak ngaruh belanja di shope yg tertera shope mall wkkwmw. di riset dulu mana yang pantes dan ngak pantes biar pantes di sebut shope mall. beli barang shope mall cuma barang dan kardus kirim asal asalan kayak ngak niat jualan tp di lebel shope mall,1,2025-10-13 07:57:23
Terbaik,5,2025-10-13 07:56:18
Sangat membantu,5,2025-10-13 07:55:54
"buat shopee tolong untuk pengiriman nya ko lama banget masa di tertulis paket ada dalam perjalanan estimasi via darat 2 hari lah ko udah satu minggu kaga gerak2 tolong dong untuk pengiriman di percepat kalo kaga bisa di percepat setidaknya jaga nulis estimasi via darat 2, untuk lain bagus sih murah oke itu aja makasih",2,2025-10-13 07:54:07
parah banget kurir spx saya jualan krenkes di beli pembeli ke kebumen sudah dikirim dan sbntar lgi kebumen eh alasan kurir pembeli menolak padahal pembeli bukti chat nya dia nungguin di komplen ke shopee biasa aja ... sampai barang balik lagi ko ada kurir GK mau kirim barang nya,1,2025-10-13 07:52:54
kebanyakan pembaruan setiap minggu nya,1,2025-10-13 07:52:35
keren brooo..rasakan pengalamannya...,5,2025-10-13 07:51:10
Olshop rekomended,5,2025-10-13 07:50:17
good job,5,2025-10-13 07:50:07
memuaskan,5,2025-10-13 07:49:52
toko nya pada bagus dan jujur no tipu tipu dan shopee nya juga sering memberikan discount... pokok nya shopee mantap...,5,2025-10-13 07:49:49
good,5,2025-10-13 07:49:18
aplikasi bagus pengiriman cepat,5,2025-10-13 07:48:57
bagus,5,2025-10-13 07:47:45
shopee debez aq suka dg kinerja shpee,5,2025-10-13 07:47:38
suka,5,2025-10-13 07:46:50
sangat membantu,5,2025-10-13 07:45:25
Lu kalo ngiklan jgn maksa ngapa sih? muakkkk bangettttttt gue,1,2025-10-13 07:43:55
belanja d shopee menyenangkan,5,2025-10-13 07:43:30
semua serba murah ..memang shopee tiada duanya,5,2025-10-13 07:43:12
sangat baik,5,2025-10-13 07:42:50
oke,5,2025-10-13 07:37:50
wah emang gak salah sih download shopee barang paling lengkap cuma di shopee dapat gratis ongkir+voucher tiap hari sama pengiriman nya cepat banget,5,2025-10-13 07:35:14
Belanja online terlengkap,5,2025-10-13 07:35:07
sangat membantu untuk kaum malas buat beli langsung and di sini datang nya cepat,5,2025-10-13 07:35:05
"karena kuantitas produk yang tersedia banyak, jadi usahakan perketat sistem upload poruk agar kualitas semakin meningkat",4,2025-10-13 07:34:28
bagus mudah dipakai,5,2025-10-13 07:33:59
sangat bermanfaat,5,2025-10-13 07:31:52
percuma pakai shoope.. spylater nya nga ada,1,2025-10-13 07:30:57
KA ko aku mau pesen GK bisa cod y,3,2025-10-13 07:30:36
tlg kalau kasih kode otp yg cpt ya,5,2025-10-13 07:25:26
sangat membantu mempermudah akses apapun dalam bisnis lebih akurat serta amanah,5,2025-10-13 07:24:07
"aplikasi yg sangat membantu harga barang sangat terjangkau,ongkos ongkirnya pun tidak mahal,pokoknya the bestt deh👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",5,2025-10-13 07:23:38
ok lah,5,2025-10-13 07:23:14
"seneng banget dapat koin, Shopee luar biasa",5,2025-10-13 07:22:49
aplikasi yang sangat membantu,5,2025-10-13 07:22:30
aplikasinya bagus,4,2025-10-13 07:19:51
lebih mempermudah dalam belanja barang,5,2025-10-13 07:14:01
barang yg di pesan suka lain yg di Antar pesan tv di kirim gelang mainan,1,2025-10-13 07:11:57
sesuai pesanan,5,2025-10-13 07:09:54
Ok,5,2025-10-13 07:09:11
bagus,5,2025-10-13 07:08:48
bagus,5,2025-10-13 07:08:03
oke,3,2025-10-13 07:04:11
jngan suka minta perbarui dong sopi .hp ku ram nya kecil jadi ribet,5,2025-10-13 07:02:57
ok bgt,5,2025-10-13 07:02:08
mantap,5,2025-10-13 07:01:47
bagus aplikasinya..,5,2025-10-13 07:00:03
"Kenapa sekarang Shopee makin lelet? Pesanan sering melebihi estimasi, kalaupun bisa dikirim sesuai jadwal tapi pesanan sampai di rumah selalu Maghrib atau lebih dari Maghrib. Tolong diperhatikan lagi, jangan terus²an kecewakan customer!",3,2025-10-13 06:57:15
shopee memang murah,5,2025-10-13 06:56:07
baik,5,2025-10-13 06:54:45
mantab,5,2025-10-13 06:50:39
Aplikasi ini membantu saya dalam berbelanja,5,2025-10-13 06:49:29
Sangat puas,5,2025-10-13 06:47:27
mantap banget,5,2025-10-13 06:45:05
pengalaman berbelanja yang praktis dan GK ribet dtmbh ada fitur tmbhn Shoope pay JD tinggal trma brngny byr blkngan.. shoope pilihan berblnja terbaik pling nyaman di HATI👍👍👍,5,2025-10-13 06:44:58
yaaa bagus,5,2025-10-13 06:41:19
Shopee aman dan terpercaya terimakasih sudah memudahkan banyak orang 😇,5,2025-10-13 06:37:34
acc,5,2025-10-13 06:36:48
kereen shopee puas belanjanya apa lgi grosirnya karena suami saya jualan mainan sering belanja di shoppe moga2 amanah selalu,5,2025-10-13 06:32:40
"kok tambah lama sekarang pengiriman shope, seharusnya tiga hari sekarang sampe seminggu",2,2025-10-13 06:30:16
barang ORI dan jauh lebih murah 👍 shoppe best.,5,2025-10-13 06:29:50
makasih soopy,5,2025-10-13 06:26:34
bagus,5,2025-10-13 06:25:38
pesanan tiba cepat dri wkt yg di terapkan,4,2025-10-13 06:21:24
sangat2 bagus ongkir murah pertahankan ya,5,2025-10-13 06:20:34
"shopee Indonesia merupakan solusi yg tepat untuk usaha jaman sekarang dalam memberikan pelayan untuk publik.harga murah, pengiriman cepat,hampir semua produk ada di shopee Indonesia.terima kasih",5,2025-10-13 06:18:52
barang lama sampai,1,2025-10-13 06:18:27
sippp,5,2025-10-13 06:17:06
bagus,5,2025-10-13 06:16:02
Keren,5,2025-10-13 06:15:27
sangat membantu belanja online,4,2025-10-13 06:11:33
aplikasi shope yang terbaik,5,2025-10-13 06:08:40
"sekarang shopee tidak kaya dulu, kebanyakan yg owner nya penipuan sekarang.",1,2025-10-13 06:08:07
"leter gk bisa dipake limit aja gede, katanya suruh nunggu tanggal 2,sdh tanggal 2 dipake untuk belanja gagal diundur lagi, gitu trus, apus aja leter klo gk bisa dipake",3,2025-10-13 06:07:11
SEKARANG SHOPEE PENGIRIMANNYA LAMAAAAA SEKALI. Jadi males belanja di sini!!!!,1,2025-10-13 06:06:24
"tiba² tidak bisa klaim koin ada aktivitas mencurigakan anrh banget tiap hari belanja ratus ribu smpe jutaan kok bs"" nya melakukan aktivitas mencurigakan",1,2025-10-13 06:03:50
Sangat Membantu keperluan,5,2025-10-13 05:59:29
banyak promonya dapat gratis ongkir terus,5,2025-10-13 05:57:13
top markotop deh pokoknya 👍👍👍,5,2025-10-13 05:54:58
bgus,5,2025-10-13 05:50:34
seneng banget membantu saya,5,2025-10-13 05:49:45
PP o88o😬🙃 GK gkpp,1,2025-10-13 05:49:18
"pesanan yang dibatalkan, dana akan ditahan di shoppe pay , ketika mau di kembalikan ke bank asal . suruh bayar lagi. padahal pembatalan karena pihak penjual kehabisan stok",1,2025-10-13 05:48:07
bagus,5,2025-10-13 05:47:56
ok lh mantab,5,2025-10-13 05:47:08
"beli dishopee alhamdulillah selalu aman, dari barang elektronik sampai kebutuhan dapur, klopun ada kendala pengiriman dan kerusakan baŕang pasti krn kurir",5,2025-10-13 05:45:19
"Belanja jadi lebih mudah dan promonya banyak dan selalu Menguntungkan..ada paylater,spinjam dan mau nyicil apa saja bisa ,semuanya di permudah ,responnya cepat...pokonya ini aplikasi keren banget",5,2025-10-13 05:44:34
semua barang sesuai pesanan,5,2025-10-13 05:41:14
cukup membantu untuk kami yg tinggal d pedalaman kaltim,5,2025-10-13 05:38:05
semoga koin shoppee nya semakin banyak..,4,2025-10-13 05:37:36
makasih,5,2025-10-13 05:37:01
enak banget belanja di shopee,5,2025-10-13 05:36:29
cukup bagus,5,2025-10-13 05:35:24
pokok e siip,5,2025-10-13 05:34:32
Ok,5,2025-10-13 05:23:40
mantap sopi,5,2025-10-13 05:22:30
good,5,2025-10-13 05:19:56
sampai saat ini apknya masih sangat membantu,4,2025-10-13 05:18:29
"jadi afiliasi di sini lebih mudah,,, belanja disini lebih murah....tambah maju shopee",5,2025-10-13 05:18:11
shope emang good,4,2025-10-13 05:14:25
puas belanjanya,5,2025-10-13 05:12:54
barang bagus sesuai harga,5,2025-10-13 05:07:44
pembaruan nya g jels tba2 ada trus hilg,3,2025-10-13 05:03:40
